ID,Market,Survey date,Customer Name,Month,Quarter,NPS
4055,US,02/04/2021,Regina Johns,4,2,0
4056,UK,11/01/2021,Curtis English,1,1,0
4057,UK,22/06/2021,Isaiah Franklin,6,2,5
4058,UK,15/12/2021,Sophia Rodriguez,12,4,9
4059,MEX,10/08/2021,Andrew Scott,8,3,0
4060,US,08/07/2021,Michael Page,7,3,10
4061,UK,13/12/2021,Stacie Vincent,12,4,6
4062,MEX,09/03/2021,Thomas Contreras,3,1,4
4063,MEX,22/12/2021,Courtney Taylor,12,4,0
4064,MEX,08/05/2021,Linda Preston,5,2,10
4065,MEX,03/09/2021,Joanna Turner,9,3,5
4066,US,21/12/2021,Sarah Miller,12,4,10
4067,MEX,27/07/2021,Wanda Rivers,7,3,10
4068,UK,23/07/2021,Melissa Wilson,7,3,2
4069,MEX,22/06/2021,April Oconnell,6,2,6
4070,UK,06/08/2021,Heather Lucas,8,3,3
4071,UK,03/09/2021,Christopher Jones,9,3,10
4072,US,16/11/2021,Betty Kirk,11,4,0
4073,UK,20/10/2021,Wendy Rivas,10,4,0
4074,UK,21/05/2021,Carol Johnson,5,2,6
4075,UK,13/01/2021,Adrienne Henry,1,1,10
4076,MEX,23/05/2021,Madeline Allen,5,2,6
4077,US,11/02/2021,Tamara Mooney,2,1,10
4078,MEX,02/12/2021,Andrew Fischer,12,4,9
4079,UK,22/09/2021,Gloria Carlson,9,3,2
4080,UK,14/11/2021,Christine Larson,11,4,3
4081,UK,05/05/2021,Joshua Wagner,5,2,6
4082,US,07/07/2021,Valerie Morales,7,3,8
4083,UK,21/12/2021,Jasmine Guerrero,12,4,10
4084,UK,10/06/2021,Pamela Ramirez,6,2,0
4085,MEX,11/07/2021,Timothy Johnson,7,3,7
4086,US,03/07/2021,Sally Cantrell,7,3,0
4087,UK,11/02/2021,Stephen Mitchell,2,1,10
4088,UK,24/11/2021,Ashley Copeland,11,4,10
4089,UK,15/05/2021,Michael Mosley,5,2,3
4090,MEX,28/12/2021,Paul Martinez,12,4,8
4091,UK,29/10/2021,Debbie Jenkins,10,4,8
4092,US,06/05/2021,Nicole Montoya,5,2,10
4093,US,30/08/2021,Mary Ingram,8,3,10
4094,MEX,11/06/2021,Corey Elliott,6,2,10
4095,US,01/08/2021,Angela Juarez,8,3,0
4096,UK,16/06/2021,Tammie Allen,6,2,10
4097,UK,23/03/2021,Corey Edwards,3,1,3
4098,UK,10/04/2021,Tracy Aguirre,4,2,0
4099,MEX,21/04/2021,Dr. Mary Rodriguez MD,4,2,10
4100,MEX,25/06/2021,Leslie Miller,6,2,5
4101,UK,04/04/2021,Scott Johnson,4,2,2
4102,MEX,13/12/2021,Sarah Nguyen,12,4,10
4103,MEX,17/08/2021,Lisa Figueroa,8,3,7
4104,US,03/07/2021,Kelsey Murray,7,3,10
4105,UK,11/07/2021,Anthony Jackson,7,3,10
4106,UK,05/12/2021,Christopher Thomas,12,4,8
4107,UK,13/01/2021,Andrea Harris,1,1,10
4108,MEX,22/06/2021,Tiffany Campbell,6,2,10
4109,US,18/01/2021,Amanda Gonzalez,1,1,3
4110,MEX,20/10/2021,Alexander Miller,10,4,8
4111,US,03/07/2021,Jorge Walls,7,3,3
4112,US,22/06/2021,Phillip Hughes,6,2,5
4113,MEX,18/12/2021,Jordan Williams,12,4,0
4114,UK,15/04/2021,Brianna Robertson,4,2,10
4115,US,17/04/2021,Shannon Andrade,4,2,9
4116,US,18/03/2021,Adam Johnson,3,1,10
4117,MEX,03/11/2021,Sara Rivera,11,4,8
4118,UK,19/02/2021,Olivia Neal,2,1,10
4119,US,14/03/2021,Danny Nash,3,1,0
4120,MEX,26/03/2021,Reginald Newman,3,1,9
4121,US,06/05/2021,Michael Clark,5,2,10
4122,US,30/08/2021,Emily Dougherty,8,3,10
4123,MEX,07/02/2021,Sandra Villanueva,2,1,8
4124,US,09/08/2021,Christopher Lewis,8,3,1
4125,UK,11/02/2021,Michael Ellis,2,1,10
4126,US,13/02/2021,Erica Fisher,2,1,7
4127,UK,21/01/2021,Michelle Cook,1,1,5
4128,MEX,06/11/2021,James Ball,11,4,5
4129,US,03/10/2021,Chase Macias,10,4,10
4130,UK,25/02/2021,Christopher Wiley,2,1,0
4131,MEX,01/11/2021,Denise Green,11,4,7
4132,UK,30/04/2021,Jorge Garcia,4,2,8
4133,UK,22/04/2021,Dr. Emily Strickland,4,2,10
4134,US,13/03/2021,Brian Hunt,3,1,10
4135,UK,05/08/2021,Scott Wood,8,3,3
4136,MEX,22/12/2021,Patricia Salazar,12,4,10
4137,UK,15/06/2021,Joshua Keith,6,2,8
4138,MEX,15/05/2021,Caroline Pacheco,5,2,7
4139,US,16/03/2021,Donna Myers,3,1,8
4140,MEX,24/12/2021,Russell Bradley,12,4,9
4141,UK,25/03/2021,Rebecca Mosley,3,1,9
4142,UK,04/04/2021,Natasha Wells,4,2,10
4143,UK,24/10/2021,Ray Barnes,10,4,0
4144,US,14/06/2021,David Mills,6,2,10
4145,US,20/03/2021,Kathleen Wilkerson,3,1,6
4146,US,20/10/2021,Jon Davis,10,4,9
4147,UK,25/09/2021,Kristina Freeman,9,3,0
4148,US,19/09/2021,Denise Murray,9,3,8
4149,US,25/12/2021,Charles Ortega,12,4,1
4150,MEX,08/03/2021,Sherri Griffin,3,1,8
4151,MEX,06/08/2021,Katelyn Norman,8,3,7
4152,MEX,11/12/2021,Jesus Fuller,12,4,9
4153,MEX,28/10/2021,Christopher Henderson,10,4,6
4154,UK,17/09/2021,George Thomas,9,3,6
4155,US,26/06/2021,Stephen Cruz,6,2,10
4156,UK,30/09/2021,Todd Ramsey,9,3,8
4157,MEX,25/01/2021,Christina Daniels,1,1,8
4158,UK,14/12/2021,Michael Cooper,12,4,10
4159,MEX,21/12/2021,Mr. Anthony Banks,12,4,10
4160,UK,07/04/2021,Jennifer Anderson,4,2,4
4161,UK,12/07/2021,Jennifer Anderson,7,3,4
4162,US,30/07/2021,Ashley Humphrey,7,3,10
4163,MEX,16/02/2021,Kevin Smith,2,1,3
4164,US,22/01/2021,Timothy Curtis MD,1,1,10
4165,UK,16/12/2021,Larry Kramer,12,4,9
4166,US,19/07/2021,Taylor Weaver,7,3,8
4167,MEX,13/10/2021,Francisco Mullins,10,4,10
4168,UK,27/10/2021,Jose Maldonado,10,4,2
4169,MEX,23/12/2021,Brooke Macias,12,4,0
4170,MEX,10/02/2021,Terry Reed,2,1,8
4171,MEX,04/02/2021,Joy Allison,2,1,8
4172,US,01/09/2021,Sean Santos,9,3,10
4173,US,13/06/2021,Gregory Simon,6,2,7
4174,UK,24/06/2021,David Cook,6,2,2
4175,UK,25/01/2021,Sarah Austin,1,1,10
4176,UK,02/07/2021,Michelle Rubio,7,3,5
4177,US,02/12/2021,Tiffany Reyes,12,4,0
4178,UK,02/03/2021,Kelly Torres,3,1,10
4179,UK,21/11/2021,Alexandra Lowery,11,4,3
4180,US,29/04/2021,Dakota Nunez,4,2,10
4181,MEX,12/02/2021,Jacqueline Barron,2,1,8
4182,MEX,15/09/2021,Adam Lopez,9,3,9
4183,MEX,05/01/2021,Teresa Huber,1,1,0
4184,MEX,28/01/2021,Daniel Macdonald,1,1,9
4185,UK,09/09/2021,Elizabeth Morse,9,3,9
4186,UK,23/06/2021,Dennis Webb,6,2,0
4187,US,28/11/2021,James Adams,11,4,10
4188,US,21/01/2021,Nicholas Johnson,1,1,10
4189,MEX,18/10/2021,Jennifer Smith,10,4,10
4190,UK,20/03/2021,Brian Watts,3,1,8
4191,UK,25/07/2021,Michelle Knox,7,3,6
4192,US,19/07/2021,Jordan Roberts,7,3,8
4193,MEX,15/04/2021,Colin Howard,4,2,6
4194,UK,19/07/2021,Ariel Cooper,7,3,10
4195,US,01/10/2021,Elizabeth Marks,10,4,10
4196,US,28/06/2021,Mr. Oscar Price DDS,6,2,4
4197,UK,19/10/2021,Melanie Ross,10,4,10
4198,UK,18/09/2021,Andrea Wilkerson,9,3,9
4199,US,01/09/2021,Christopher Ruiz,9,3,10
4200,US,26/12/2021,Susan Williams,12,4,8
4201,UK,05/03/2021,Vanessa Craig,3,1,3
4202,US,15/08/2021,John Whitaker,8,3,8
4203,UK,11/03/2021,Jeremy Miller,3,1,5
4204,MEX,04/04/2021,Wanda Taylor,4,2,1
4205,US,12/09/2021,Christopher Sullivan,9,3,3
4206,UK,03/11/2021,Jason Bennett,11,4,10
4207,US,14/08/2021,Matthew Sparks Jr.,8,3,9
4208,US,16/06/2021,Andrew Wong,6,2,8
4209,US,06/05/2021,Lindsey Hodges,5,2,8
4210,US,01/11/2021,Eric Wood,11,4,10
4211,US,26/07/2021,James Cisneros,7,3,7
4212,US,09/05/2021,Lauren Klein,5,2,10
4213,MEX,25/10/2021,Mark Moore,10,4,1
4214,UK,17/02/2021,David Santiago,2,1,10
4215,UK,22/07/2021,James Cunningham,7,3,10
4216,US,25/11/2021,James Sullivan,11,4,10
4217,MEX,28/05/2021,Matthew Hughes,5,2,8
4218,MEX,09/07/2021,Kevin Larson,7,3,0
4219,US,19/12/2021,Melissa Perez,12,4,8
4220,UK,11/08/2021,Daniel Burton,8,3,5
4221,US,06/06/2021,Emily Martin,6,2,0
4222,MEX,18/02/2021,Dr. Rebecca Warren,2,1,0
4223,UK,29/04/2021,Kristin Andrade,4,2,9
4224,UK,02/10/2021,Andrew Miller,10,4,10
4225,MEX,30/11/2021,Adrienne James,11,4,10
4226,US,18/11/2021,Mark Bush,11,4,0
4227,UK,13/02/2021,Erica Clark,2,1,8
4228,US,14/09/2021,Hayley Smith,9,3,3
4229,UK,07/08/2021,Dawn Gonzalez,8,3,10
4230,UK,11/03/2021,Shannon Reed DVM,3,1,8
4231,UK,25/07/2021,Eric Graham,7,3,5
4232,UK,30/12/2021,William Davis,12,4,0
4233,US,17/09/2021,Justin Anderson,9,3,3
4234,UK,31/05/2021,Patricia Sanders,5,2,10
4235,MEX,30/09/2021,Steven Smith,9,3,9
4236,US,24/04/2021,Daniel Fischer,4,2,1
4237,MEX,16/06/2021,Gabriella Cole,6,2,10
4238,US,19/06/2021,Kenneth Hanna DDS,6,2,10
4239,UK,07/09/2021,Stephanie Case,9,3,6
4240,UK,24/06/2021,Lucas Lawson,6,2,10
4241,MEX,08/09/2021,William Chavez,9,3,10
4242,UK,29/01/2021,Jamie Arias,1,1,10
4243,US,17/10/2021,Kelly Mckinney,10,4,10
4244,US,25/12/2021,Craig Jones,12,4,3
4245,US,27/06/2021,Crystal Johnson,6,2,8
4246,UK,18/02/2021,Eric Ramos,2,1,10
4247,MEX,20/06/2021,David Duncan,6,2,7
4248,US,06/11/2021,Miguel Gonzalez,11,4,10
4249,US,08/01/2021,Pam Zuniga,1,1,0
4250,MEX,27/04/2021,Kari Freeman,4,2,9
4251,MEX,31/01/2021,Lauren Swanson,1,1,0
4252,MEX,22/11/2021,Keith Gaines,11,4,6
4253,US,16/12/2021,Virginia Daniels,12,4,7
4254,MEX,19/06/2021,Amber Garrett,6,2,9
4255,MEX,01/05/2021,Charles Jones,5,2,2
4256,MEX,12/10/2021,Chad Patton,10,4,8
4257,UK,17/07/2021,Carla Ellis,7,3,10
4258,MEX,29/06/2021,Desiree Blake,6,2,8
4259,MEX,19/11/2021,Charles Henry,11,4,9
4260,US,27/08/2021,Shawn Harmon,8,3,10
4261,US,21/11/2021,Stanley Mills,11,4,5
4262,MEX,04/07/2021,Amy Cunningham,7,3,8
4263,UK,06/01/2021,Daniel Lynch,1,1,10
4264,US,23/03/2021,Thomas Obrien,3,1,10
4265,MEX,14/08/2021,Carol Henderson,8,3,6
4266,US,24/10/2021,Adrienne Yang,10,4,10
4267,UK,19/05/2021,Gary Bentley,5,2,9
4268,MEX,23/07/2021,Jordan Rogers,7,3,10
4269,UK,11/02/2021,Danielle Reed,2,1,10
4270,US,14/04/2021,John Perez,4,2,2
4271,US,14/07/2021,Lauren Schneider,7,3,1
4272,UK,17/05/2021,Brittany Graham,5,2,10
4273,UK,22/08/2021,Christina Henry,8,3,10
4274,US,07/06/2021,Christopher Brennan,6,2,5
4275,MEX,13/05/2021,Melissa Delgado,5,2,9
4276,US,24/05/2021,Travis Rocha,5,2,10
4277,MEX,20/04/2021,Ryan Miller,4,2,8
4278,UK,30/04/2021,Joseph Proctor,4,2,10
4279,UK,23/11/2021,Ashley Mendez,11,4,3
4280,US,30/09/2021,Amanda Chan,9,3,10
4281,US,30/09/2021,Zachary Davis,9,3,10
4282,MEX,16/07/2021,Bobby Barnes DDS,7,3,9
4283,UK,09/01/2021,Matthew Nguyen,1,1,5
4284,UK,20/04/2021,Lawrence Rogers,4,2,1
4285,MEX,04/09/2021,Aaron Pennington,9,3,2
4286,US,02/06/2021,David Molina,6,2,0
4287,UK,26/07/2021,Kenneth Brown,7,3,4
4288,US,21/08/2021,Taylor Garcia,8,3,2
4289,UK,18/06/2021,John Hunt,6,2,10
4290,US,14/02/2021,Carol Acosta,2,1,10
4291,UK,11/01/2021,Joseph Walsh,1,1,9
4292,US,19/07/2021,Jessica Ramsey,7,3,8
4293,US,26/09/2021,Aaron Garcia,9,3,10
4294,US,15/11/2021,Christine Turner,11,4,9
4295,MEX,24/08/2021,Cody Conrad,8,3,10
4296,UK,10/10/2021,Lorraine Miller,10,4,2
4297,US,03/07/2021,Chelsea Parker,7,3,8
4298,MEX,09/06/2021,Michael Norris,6,2,9
4299,UK,01/11/2021,Amanda Harris,11,4,2
4300,MEX,16/09/2021,Michaela Crane,9,3,0
4301,US,23/10/2021,Angela Garcia,10,4,0
4302,UK,17/02/2021,Spencer Sanders,2,1,9
4303,MEX,16/09/2021,Tracy Barnes,9,3,8
4304,UK,25/08/2021,Brooke Gay,8,3,5
4305,MEX,07/08/2021,David Murphy,8,3,0
4306,UK,23/02/2021,Elizabeth Moss,2,1,1
4307,US,25/07/2021,Gloria Wright,7,3,10
4308,US,16/04/2021,Candace Tucker,4,2,3
4309,MEX,11/03/2021,Matthew Sandoval,3,1,9
4310,UK,23/08/2021,Aaron Rivera,8,3,0
4311,UK,09/01/2021,Ryan Christensen,1,1,10
4312,MEX,19/11/2021,Andrew Daniels,11,4,10
4313,UK,21/12/2021,Mr. Brandon Miller,12,4,10
4314,MEX,06/09/2021,Lisa Garcia,9,3,10
4315,UK,29/07/2021,Laura Crawford,7,3,9
4316,US,28/11/2021,Michael Patterson DVM,11,4,0
4317,UK,13/09/2021,Raymond Smith,9,3,9
4318,MEX,08/06/2021,Brent Whitehead,6,2,0
4319,MEX,15/04/2021,Gregory Erickson,4,2,1
4320,UK,19/05/2021,Jennifer Howard,5,2,0
4321,UK,19/07/2021,James Klein,7,3,9
4322,MEX,13/05/2021,Shane Jacobs,5,2,9
4323,US,05/06/2021,Wendy Walsh,6,2,10
4324,MEX,07/05/2021,Christina Santiago,5,2,0
4325,UK,17/07/2021,Edgar Barnett,7,3,9
4326,UK,13/06/2021,Jenny Holden,6,2,10
4327,UK,27/09/2021,Brian Suarez,9,3,2
4328,UK,10/05/2021,Sarah Lopez,5,2,10
4329,US,12/09/2021,Mark Perry,9,3,10
4330,US,25/07/2021,Ashley Jimenez,7,3,10
4331,MEX,01/01/2021,Jonathan Woods,1,1,4
4332,US,07/04/2021,Katelyn Palmer,4,2,9
4333,MEX,25/06/2021,Mrs. Rebecca Bates,6,2,10
4334,MEX,01/07/2021,Danielle Martin,7,3,8
4335,MEX,07/02/2021,Jose Pratt,2,1,8
4336,US,06/05/2021,Tricia Kim,5,2,9
4337,US,09/01/2021,Jaime Haynes Jr.,1,1,10
4338,UK,22/05/2021,Anita Johnson,5,2,10
4339,MEX,25/12/2021,Robert Pope,12,4,8
4340,UK,13/07/2021,Joel Francis,7,3,2
4341,UK,26/04/2021,Daniel Park,4,2,8
4342,UK,29/12/2021,Michele Oneal,12,4,10
4343,US,09/05/2021,Alexis Harper,5,2,5
4344,US,27/02/2021,Edward Butler,2,1,10
4345,MEX,06/02/2021,Sabrina Smith,2,1,10
4346,MEX,01/04/2021,Brittany Cox MD,4,2,10
4347,UK,05/02/2021,Darius Miller,2,1,8
4348,MEX,24/08/2021,Eddie Evans,8,3,8
4349,MEX,30/08/2021,Thomas Smith,8,3,7
4350,US,21/10/2021,Stephanie Liu,10,4,5
4351,UK,12/11/2021,Melinda Ramirez,11,4,9
4352,UK,06/12/2021,Alice Bryant,12,4,10
4353,MEX,16/12/2021,Jason Guerrero,12,4,9
4354,UK,28/07/2021,Matthew Duke,7,3,10
4355,UK,20/01/2021,Mark Jennings,1,1,10
4356,US,04/04/2021,Joseph Garcia,4,2,10
4357,US,22/05/2021,Anthony Ross,5,2,1
4358,US,15/11/2021,Jordan Flores,11,4,0
4359,UK,26/06/2021,Patty Hayes,6,2,4
4360,US,06/02/2021,Richard Holland,2,1,7
4361,US,08/02/2021,Matthew Proctor,2,1,4
4362,UK,17/12/2021,Cindy Jordan,12,4,7
4363,MEX,23/07/2021,Tina Jarvis,7,3,0
4364,US,09/09/2021,Nancy Brown,9,3,7
4365,MEX,30/01/2021,Ashley Figueroa,1,1,9
4366,US,08/02/2021,Tanya Kelley,2,1,0
4367,MEX,02/06/2021,Peter Porter,6,2,8
4368,UK,16/11/2021,Teresa Peterson,11,4,8
4369,UK,04/12/2021,Gabriela Wheeler,12,4,10
4370,UK,03/03/2021,Benjamin Bush,3,1,0
4371,US,26/03/2021,Ryan Garcia,3,1,10
4372,MEX,24/11/2021,Stephanie Short,11,4,7
4373,UK,06/03/2021,Jose Mason,3,1,10
4374,US,17/02/2021,Julie Mayer,2,1,10
4375,US,14/01/2021,Debra Joseph,1,1,9
4376,UK,21/06/2021,Tony Wang,6,2,0
4377,MEX,30/07/2021,Stephanie Norris,7,3,5
4378,US,05/04/2021,Anthony Rodriguez,4,2,0
4379,MEX,25/12/2021,Kaitlyn Murillo,12,4,10
4380,US,22/07/2021,Ricky Carter,7,3,10
4381,UK,23/11/2021,Daniel Smith,11,4,10
4382,US,01/09/2021,David Barr,9,3,10
4383,MEX,28/08/2021,Philip Jones,8,3,8
4384,MEX,11/04/2021,Jamie Moss,4,2,9
4385,US,18/01/2021,Adrian Atkins,1,1,10
4386,MEX,04/09/2021,Charles Castillo,9,3,3
4387,UK,06/09/2021,John Rodriguez,9,3,6
4388,UK,23/09/2021,Juan Rivera,9,3,5
4389,US,31/07/2021,Ryan Rodriguez,7,3,6
4390,UK,26/08/2021,James Hopkins,8,3,8
4391,UK,31/01/2021,Ashlee Price,1,1,10
4392,US,25/06/2021,Jacob Coleman,6,2,10
4393,UK,02/01/2021,Johnny Morrison,1,1,4
4394,UK,26/05/2021,Deborah Lucas,5,2,5
4395,US,28/01/2021,Kendra Smith,1,1,10
4396,MEX,07/10/2021,Rachel Duke,10,4,9
4397,MEX,14/08/2021,Sarah Garcia,8,3,9
4398,US,14/07/2021,Brian Gardner,7,3,7
4399,US,11/11/2021,Mr. Zachary Massey DDS,11,4,10
4400,UK,25/07/2021,Courtney King,7,3,8
4401,UK,24/10/2021,Jennifer Moody,10,4,10
4402,UK,06/04/2021,Alexa Richardson,4,2,9
4403,UK,02/12/2021,Caitlin Adams,12,4,1
4404,MEX,06/11/2021,Cody Hicks,11,4,9
4405,UK,17/09/2021,Kaitlyn Miller,9,3,8
4406,US,08/05/2021,James Robertson,5,2,10
4407,US,14/01/2021,Grant Smith,1,1,9
4408,MEX,30/10/2021,Ashley Frey,10,4,0
4409,US,23/05/2021,Pamela Parker,5,2,8
4410,UK,13/05/2021,Curtis Lozano,5,2,7
4411,MEX,01/02/2021,Martin Potter,2,1,0
4412,MEX,04/07/2021,Anthony Huynh,7,3,9
4413,US,29/05/2021,Douglas Edwards,5,2,10
4414,MEX,27/07/2021,Holly Bolton,7,3,10
4415,MEX,01/04/2021,Timothy Fitzgerald,4,2,0
4416,MEX,29/10/2021,Steven Stevens,10,4,5
4417,UK,04/12/2021,Ronald Diaz,12,4,0
4418,US,20/12/2021,Christopher Johnson,12,4,7
4419,MEX,08/05/2021,Thomas Kidd,5,2,1
4420,MEX,30/10/2021,Mitchell Soto,10,4,8
4421,US,07/07/2021,Matthew Harris,7,3,8
4422,US,19/01/2021,Andrew Knight,1,1,10
4423,US,30/10/2021,Lauren Rodriguez,10,4,6
4424,US,28/10/2021,Julia Castillo,10,4,0
4425,US,31/01/2021,Jessica Velez,1,1,8
4426,MEX,02/09/2021,Monica Smith,9,3,0
4427,MEX,28/09/2021,Andre Campbell,9,3,10
4428,MEX,03/03/2021,Sally Carter,3,1,10
4429,US,10/06/2021,Maria Torres,6,2,5
4430,MEX,11/06/2021,Tina Hardin,6,2,1
4431,MEX,07/07/2021,Jennifer House,7,3,9
4432,UK,27/03/2021,Mark Moore,3,1,3
4433,UK,25/06/2021,Steven Bradley,6,2,1
4434,UK,05/05/2021,Patricia Singleton,5,2,10
4435,US,29/11/2021,Leslie Gordon,11,4,0
4436,US,17/04/2021,Catherine Lane,4,2,10
4437,UK,10/10/2021,James Moses,10,4,0
4438,MEX,05/08/2021,John Kline,8,3,0
4439,US,07/03/2021,Paul Clements,3,1,2
4440,US,29/07/2021,Shannon Rodriguez,7,3,0
4441,US,18/07/2021,Jeremy Mullins,7,3,10
4442,US,19/02/2021,Jerry Johnson,2,1,9
4443,MEX,24/05/2021,Maria Rose,5,2,0
4444,US,19/09/2021,Daniel Gutierrez,9,3,7
4445,US,13/11/2021,Gabrielle Newman,11,4,9
4446,MEX,12/09/2021,Matthew Martinez,9,3,10
4447,US,12/10/2021,Thomas Curtis,10,4,9
4448,UK,17/01/2021,Christina Pittman,1,1,10
4449,UK,28/05/2021,Elizabeth Allen,5,2,10
4450,UK,06/01/2021,Samuel Johnson,1,1,6
4451,UK,02/07/2021,Christian Adams,7,3,8
4452,US,24/06/2021,Alyssa Wallace,6,2,9
4453,MEX,10/06/2021,Kenneth Lopez,6,2,7
4454,MEX,11/09/2021,Victoria Berry,9,3,0
4455,UK,11/04/2021,Jesus Woods,4,2,10
4456,UK,17/09/2021,Donna Moore,9,3,9
4457,MEX,27/12/2021,Daniel Salinas,12,4,6
4458,UK,28/09/2021,Carolyn Moody,9,3,10
4459,US,22/07/2021,Kathryn Haynes,7,3,10
4460,US,06/03/2021,Rebecca Rubio,3,1,10
4461,UK,02/07/2021,Sarah Johnson,7,3,10
4462,UK,20/03/2021,Emily Farley,3,1,6
4463,UK,11/09/2021,Michael Arellano,9,3,0
4464,UK,19/09/2021,Erica Hendricks,9,3,10
4465,US,02/11/2021,Jason Ruiz,11,4,9
4466,US,10/01/2021,Elizabeth Boyd,1,1,9
4467,US,07/03/2021,Katie Anderson,3,1,8
4468,MEX,26/07/2021,Lindsay Rice,7,3,0
4469,UK,22/01/2021,Kristin Bridges,1,1,8
4470,UK,28/07/2021,Steven Benson,7,3,8
4471,MEX,29/12/2021,Anthony Bishop,12,4,6
4472,US,04/05/2021,Darren Brown,5,2,9
4473,US,08/01/2021,Elaine Vazquez,1,1,9
4474,UK,21/12/2021,Chelsea Payne,12,4,10
4475,US,19/08/2021,Robert Pratt,8,3,10
4476,UK,11/10/2021,Christopher Graham,10,4,0
4477,MEX,29/07/2021,James Rivera,7,3,10
4478,UK,01/10/2021,Todd Parker,10,4,4
4479,US,25/11/2021,Angel Moore,11,4,10
4480,MEX,29/05/2021,Kristina Hendricks,5,2,9
4481,US,05/01/2021,Lisa Williams,1,1,7
4482,UK,03/08/2021,Jeremy Sheppard,8,3,0
4483,UK,05/09/2021,Angela Hebert,9,3,3
4484,MEX,07/04/2021,Kimberly Harvey DDS,4,2,8
4485,UK,08/08/2021,James Harris,8,3,3
4486,MEX,29/08/2021,Rachel Thomas,8,3,10
4487,MEX,04/12/2021,Ryan Lyons,12,4,10
4488,MEX,20/11/2021,Hannah Crane,11,4,0
4489,UK,01/11/2021,Hector Blankenship,11,4,10
4490,MEX,02/02/2021,Brandon Barnes,2,1,9
4491,US,07/10/2021,Sharon Moore,10,4,9
4492,UK,29/12/2021,Sara Garcia,12,4,10
4493,MEX,09/03/2021,Jacob Zimmerman,3,1,8
4494,UK,09/01/2021,George Mcdonald,1,1,9
4495,US,16/04/2021,Jeffrey Caldwell,4,2,10
4496,US,14/10/2021,Brendan Clark,10,4,6
4497,US,02/12/2021,Christopher Gray,12,4,9
4498,MEX,02/06/2021,Brian Santos,6,2,10
4499,UK,01/10/2021,Richard Dominguez,10,4,9
4500,MEX,21/08/2021,Deborah Peterson,8,3,10
4501,US,27/02/2021,Danielle Miller,2,1,10
4502,US,30/08/2021,David Avery,8,3,4
4503,MEX,26/02/2021,Laura Long,2,1,8
4504,MEX,21/03/2021,Karen Lawson,3,1,9
4505,US,22/11/2021,Laura Rivera,11,4,6
4506,MEX,09/06/2021,Shannon Lewis,6,2,0
4507,UK,16/02/2021,Hannah Price,2,1,4
4508,US,05/07/2021,Barbara Jackson,7,3,6
4509,MEX,07/10/2021,Rebecca Taylor,10,4,9
4510,UK,23/12/2021,Kellie Everett,12,4,10
4511,MEX,26/05/2021,Anthony Gallagher,5,2,8
4512,US,12/06/2021,Kyle Hill,6,2,5
4513,MEX,26/06/2021,Mrs. Sonya Cook,6,2,8
4514,UK,18/11/2021,Joshua Christian,11,4,6
4515,MEX,27/09/2021,Richard Preston,9,3,8
4516,MEX,04/06/2021,Jennifer Carpenter,6,2,2
4517,MEX,14/10/2021,Robert Gordon,10,4,10
4518,US,04/03/2021,Rebecca Johnson,3,1,10
4519,MEX,18/06/2021,Jonathan Taylor,6,2,8
4520,MEX,12/03/2021,John Deleon,3,1,10
4521,UK,25/09/2021,Taylor Dennis,9,3,0
4522,US,28/06/2021,Kyle Holland,6,2,10
4523,MEX,01/07/2021,Tyrone Brooks MD,7,3,8
4524,UK,25/06/2021,John Cabrera,6,2,2
4525,UK,16/12/2021,Matthew Mccoy,12,4,10
4526,UK,11/10/2021,Ann Cameron,10,4,2
4527,UK,26/11/2021,Carla Mason,11,4,9
4528,UK,01/01/2021,Jared Hall,1,1,3
4529,MEX,24/07/2021,Brittany Anderson,7,3,10
4530,US,03/04/2021,Alex Buchanan,4,2,7
4531,US,01/12/2021,Andrew Barnes,12,4,7
4532,MEX,18/09/2021,Christina Allen,9,3,9
4533,US,27/07/2021,Gregory Chen,7,3,3
4534,UK,08/03/2021,Angela Ramirez,3,1,10
4535,US,31/01/2021,Raymond Barry,1,1,9
4536,MEX,03/02/2021,Christopher Pacheco,2,1,9
4537,US,27/06/2021,Tracy Holden,6,2,7
4538,MEX,31/03/2021,Jessica Wilson,3,1,6
4539,US,10/02/2021,Vincent Cohen,2,1,7
4540,US,16/09/2021,Kaitlyn Ruiz,9,3,8
4541,US,02/03/2021,Rita Mcintyre,3,1,10
4542,MEX,25/01/2021,Debra Aguirre,1,1,8
4543,UK,30/04/2021,Derek Turner,4,2,5
4544,MEX,02/02/2021,Nancy Lewis,2,1,9
4545,MEX,19/10/2021,Jessica Brown,10,4,8
4546,US,23/07/2021,Alex Larson,7,3,6
4547,UK,21/02/2021,Nicole Green,2,1,3
4548,US,05/10/2021,Mr. Nathan Kane,10,4,9
4549,UK,15/04/2021,Cynthia Savage,4,2,9
4550,UK,05/10/2021,Nicholas Harris,10,4,10
4551,US,11/08/2021,Shannon Cruz MD,8,3,1
4552,UK,10/05/2021,Greg Reyes,5,2,9
4553,UK,14/05/2021,Matthew Wright,5,2,9
4554,UK,12/08/2021,Shawn Young,8,3,9
4555,MEX,23/05/2021,Daniel Rivers,5,2,9
4556,MEX,18/04/2021,Jane Brown,4,2,0
4557,MEX,07/02/2021,Taylor Salazar,2,1,10
4558,UK,16/05/2021,Danielle Williams,5,2,7
4559,UK,04/03/2021,Veronica Trujillo,3,1,10
4560,MEX,23/11/2021,Sue Ryan,11,4,2
4561,UK,02/05/2021,Mark Manning,5,2,8
